started_at,finished_at,room,user_id
2023-04-13 16:19:59,2023-04-13 16:24:32,nurse station,97
2023-04-13 16:24:32,2023-04-13 16:24:36,cafeteria,97
2023-04-13 16:24:37,2023-04-13 16:25:30,kitchen,97
2023-04-13 16:25:31,2023-04-13 16:25:55,cafeteria,97
2023-04-13 16:25:58,2023-04-13 16:27:03,kitchen,97
2023-04-13 16:27:04,2023-04-13 16:27:49,cafeteria,97
2023-04-13 16:27:50,2023-04-13 16:39:50,kitchen,97
2023-04-13 16:39:50,2023-04-13 16:41:43,cafeteria,97
2023-04-13 16:41:44,2023-04-13 16:45:34,kitchen,97
2023-04-13 16:45:35,2023-04-13 16:46:00,cafeteria,97
2023-04-13 16:46:00,2023-04-13 16:47:00,kitchen,97
2023-04-13 16:47:41,2023-04-13 16:48:30,nurse station,97
2023-04-13 16:48:32,2023-04-13 16:48:44,cafeteria,97
2023-04-13 16:48:45,2023-04-13 16:52:14,kitchen,97
2023-04-13 16:52:15,2023-04-13 16:52:21,cafeteria,97
2023-04-13 16:52:22,2023-04-13 16:53:09,nurse station,97
2023-04-13 16:53:09,2023-04-13 16:53:16,cafeteria,97
2023-04-13 16:53:17,2023-04-13 16:54:29,kitchen,97
2023-04-13 16:54:33,2023-04-13 16:56:00,cafeteria,97
2023-04-13 16:56:01,2023-04-13 16:56:07,nurse station,97
2023-04-13 16:56:11,2023-04-13 16:56:39,cafeteria,97
2023-04-13 16:56:40,2023-04-13 16:57:07,kitchen,97
2023-04-13 16:57:08,2023-04-13 16:57:15,cafeteria,97
2023-04-13 16:57:23,2023-04-13 16:57:48,518,97
2023-04-13 16:58:03,2023-04-13 16:58:32,517,97
2023-04-13 16:58:52,2023-04-13 17:00:44,cafeteria,97
2023-04-13 17:00:46,2023-04-13 17:00:55,nurse station,97
2023-04-13 17:01:53,2023-04-13 17:02:35,510,97
2023-04-13 17:02:55,2023-04-13 17:03:53,kitchen,97
2023-04-13 17:05:00,2023-04-13 17:07:48,nurse station,97
2023-04-13 17:07:50,2023-04-13 17:18:25,kitchen,97
